attendance_id,employee_id,employee_name,date,status
21987,EMP029,Noman Ali,2023-03-29,Present
21988,EMP029,Noman Ali,2023-03-30,Present
21989,EMP029,Noman Ali,2023-03-31,Late
21990,EMP029,Noman Ali,2023-04-03,Present
21991,EMP029,Noman Ali,2023-04-04,Late
21992,EMP029,Noman Ali,2023-04-05,Leave
21993,EMP029,Noman Ali,2023-04-06,Present
21994,EMP029,Noman Ali,2023-04-07,Present
21995,EMP029,Noman Ali,2023-04-10,Present
21996,EMP029,Noman Ali,2023-04-11,Present
21997,EMP029,Noman Ali,2023-04-12,Present
21998,EMP029,Noman Ali,2023-04-13,Present
21999,EMP029,Noman Ali,2023-04-14,Present
22000,EMP029,Noman Ali,2023-04-17,Present
22001,EMP029,Noman Ali,2023-04-18,Present
22002,EMP029,Noman Ali,2023-04-19,Late
22003,EMP029,Noman Ali,2023-04-20,Present
22004,EMP029,Noman Ali,2023-04-21,Present
22005,EMP029,Noman Ali,2023-04-24,Present
22006,EMP029,Noman Ali,2023-04-25,Present
22007,EMP029,Noman Ali,2023-04-26,Present
22008,EMP029,Noman Ali,2023-04-27,Present
22009,EMP029,Noman Ali,2023-04-28,Late
22010,EMP029,Noman Ali,2023-05-01,Present
22011,EMP029,Noman Ali,2023-05-02,Present
22012,EMP029,Noman Ali,2023-05-03,Present
22013,EMP029,Noman Ali,2023-05-04,Present
22014,EMP029,Noman Ali,2023-05-05,Present
22015,EMP029,Noman Ali,2023-05-08,Present
22016,EMP029,Noman Ali,2023-05-09,Present
22017,EMP029,Noman Ali,2023-05-10,Present
22018,EMP029,Noman Ali,2023-05-11,Present
22019,EMP029,Noman Ali,2023-05-12,Present
22020,EMP029,Noman Ali,2023-05-15,Present
22021,EMP029,Noman Ali,2023-05-16,Present
22022,EMP029,Noman Ali,2023-05-17,Present
22023,EMP029,Noman Ali,2023-05-18,Leave
22024,EMP029,Noman Ali,2023-05-19,Present
22025,EMP029,Noman Ali,2023-05-22,Present
22026,EMP029,Noman Ali,2023-05-23,Present
22027,EMP029,Noman Ali,2023-05-24,Present
22028,EMP029,Noman Ali,2023-05-25,Late
22029,EMP029,Noman Ali,2023-05-26,Present
22030,EMP029,Noman Ali,2023-05-29,Present
22031,EMP029,Noman Ali,2023-05-30,Present
22032,EMP029,Noman Ali,2023-05-31,Present
22033,EMP029,Noman Ali,2023-06-01,Present
22034,EMP029,Noman Ali,2023-06-02,Present
22035,EMP029,Noman Ali,2023-06-05,Present
22036,EMP029,Noman Ali,2023-06-06,Leave
22037,EMP029,Noman Ali,2023-06-07,Present
22038,EMP029,Noman Ali,2023-06-08,Present
22039,EMP029,Noman Ali,2023-06-09,Present
22040,EMP029,Noman Ali,2023-06-12,Absent
22041,EMP029,Noman Ali,2023-06-13,Present
22042,EMP029,Noman Ali,2023-06-14,Present
22043,EMP029,Noman Ali,2023-06-15,Present
22044,EMP029,Noman Ali,2023-06-16,Present
22045,EMP029,Noman Ali,2023-06-19,Late
22046,EMP029,Noman Ali,2023-06-20,Present
22047,EMP029,Noman Ali,2023-06-21,Present
22048,EMP029,Noman Ali,2023-06-22,Present
22049,EMP029,Noman Ali,2023-06-23,Late
22050,EMP029,Noman Ali,2023-06-26,Present
22051,EMP029,Noman Ali,2023-06-27,Leave
22052,EMP029,Noman Ali,2023-06-28,Present
22053,EMP029,Noman Ali,2023-06-29,Present
22054,EMP029,Noman Ali,2023-06-30,Present
22055,EMP029,Noman Ali,2023-07-03,Present
22056,EMP029,Noman Ali,2023-07-04,Present
22057,EMP029,Noman Ali,2023-07-05,Leave
22058,EMP029,Noman Ali,2023-07-06,Present
22059,EMP029,Noman Ali,2023-07-07,Present
22060,EMP029,Noman Ali,2023-07-10,Late
22061,EMP029,Noman Ali,2023-07-11,Leave
22062,EMP029,Noman Ali,2023-07-12,Present
22063,EMP029,Noman Ali,2023-07-13,Present
22064,EMP029,Noman Ali,2023-07-14,Late
22065,EMP029,Noman Ali,2023-07-17,Absent
22066,EMP029,Noman Ali,2023-07-18,Present
22067,EMP029,Noman Ali,2023-07-19,Present
22068,EMP029,Noman Ali,2023-07-20,Present
22069,EMP029,Noman Ali,2023-07-21,Present
22070,EMP029,Noman Ali,2023-07-24,Present
22071,EMP029,Noman Ali,2023-07-25,Present
22072,EMP029,Noman Ali,2023-07-26,Present
22073,EMP029,Noman Ali,2023-07-27,Present
22074,EMP029,Noman Ali,2023-07-28,Late
22075,EMP029,Noman Ali,2023-07-31,Present
22076,EMP029,Noman Ali,2023-08-01,Absent
22077,EMP029,Noman Ali,2023-08-02,Present
22078,EMP029,Noman Ali,2023-08-03,Present
22079,EMP029,Noman Ali,2023-08-04,Present
22080,EMP029,Noman Ali,2023-08-07,Late
22081,EMP029,Noman Ali,2023-08-08,Present
22082,EMP029,Noman Ali,2023-08-09,Present
22083,EMP029,Noman Ali,2023-08-10,Present
22084,EMP029,Noman Ali,2023-08-11,Present
22085,EMP029,Noman Ali,2023-08-14,Absent
22086,EMP029,Noman Ali,2023-08-15,Present
22087,EMP029,Noman Ali,2023-08-16,Present
22088,EMP029,Noman Ali,2023-08-17,Present
22089,EMP029,Noman Ali,2023-08-18,Present
22090,EMP029,Noman Ali,2023-08-21,Present
22091,EMP029,Noman Ali,2023-08-22,Present
22092,EMP029,Noman Ali,2023-08-23,Absent
22093,EMP029,Noman Ali,2023-08-24,Present
22094,EMP029,Noman Ali,2023-08-25,Present
22095,EMP029,Noman Ali,2023-08-28,Leave
22096,EMP029,Noman Ali,2023-08-29,Present
22097,EMP029,Noman Ali,2023-08-30,Present
22098,EMP029,Noman Ali,2023-08-31,Present
22099,EMP029,Noman Ali,2023-09-01,Late
22100,EMP029,Noman Ali,2023-09-04,Present
22101,EMP029,Noman Ali,2023-09-05,Present
22102,EMP029,Noman Ali,2023-09-06,Present
22103,EMP029,Noman Ali,2023-09-07,Present
22104,EMP029,Noman Ali,2023-09-08,Present
22105,EMP029,Noman Ali,2023-09-11,Present
22106,EMP029,Noman Ali,2023-09-12,Present
22107,EMP029,Noman Ali,2023-09-13,Present
22108,EMP029,Noman Ali,2023-09-14,Present
22109,EMP029,Noman Ali,2023-09-15,Present
22110,EMP029,Noman Ali,2023-09-18,Present
22111,EMP029,Noman Ali,2023-09-19,Present
22112,EMP029,Noman Ali,2023-09-20,Present
22113,EMP029,Noman Ali,2023-09-21,Present
22114,EMP029,Noman Ali,2023-09-22,Present
22115,EMP029,Noman Ali,2023-09-25,Present
22116,EMP029,Noman Ali,2023-09-26,Present
22117,EMP029,Noman Ali,2023-09-27,Present
22118,EMP029,Noman Ali,2023-09-28,Present
22119,EMP029,Noman Ali,2023-09-29,Present
22120,EMP029,Noman Ali,2023-10-02,Absent
22121,EMP029,Noman Ali,2023-10-03,Present
22122,EMP029,Noman Ali,2023-10-04,Present
22123,EMP029,Noman Ali,2023-10-05,Absent
22124,EMP029,Noman Ali,2023-10-06,Present
22125,EMP029,Noman Ali,2023-10-09,Present
22126,EMP029,Noman Ali,2023-10-10,Present
22127,EMP029,Noman Ali,2023-10-11,Present
22128,EMP029,Noman Ali,2023-10-12,Absent
22129,EMP029,Noman Ali,2023-10-13,Late
22130,EMP029,Noman Ali,2023-10-16,Present
22131,EMP029,Noman Ali,2023-10-17,Present
22132,EMP029,Noman Ali,2023-10-18,Present
22133,EMP029,Noman Ali,2023-10-19,Present
22134,EMP029,Noman Ali,2023-10-20,Present
22135,EMP029,Noman Ali,2023-10-23,Absent
22136,EMP029,Noman Ali,2023-10-24,Late
22137,EMP029,Noman Ali,2023-10-25,Present
22138,EMP029,Noman Ali,2023-10-26,Present
22139,EMP029,Noman Ali,2023-10-27,Present
22140,EMP029,Noman Ali,2023-10-30,Present
22141,EMP029,Noman Ali,2023-10-31,Present
22142,EMP029,Noman Ali,2023-11-01,Present
22143,EMP029,Noman Ali,2023-11-02,Present
22144,EMP029,Noman Ali,2023-11-03,Present
22145,EMP029,Noman Ali,2023-11-06,Present
22146,EMP029,Noman Ali,2023-11-07,Present
22147,EMP029,Noman Ali,2023-11-08,Present
22148,EMP029,Noman Ali,2023-11-09,Present
22149,EMP029,Noman Ali,2023-11-10,Present
22150,EMP029,Noman Ali,2023-11-13,Leave
22151,EMP029,Noman Ali,2023-11-14,Present
22152,EMP029,Noman Ali,2023-11-15,Present
22153,EMP029,Noman Ali,2023-11-16,Present
22154,EMP029,Noman Ali,2023-11-17,Present
22155,EMP029,Noman Ali,2023-11-20,Present
22156,EMP029,Noman Ali,2023-11-21,Leave
22157,EMP029,Noman Ali,2023-11-22,Leave
22158,EMP029,Noman Ali,2023-11-23,Present
22159,EMP029,Noman Ali,2023-11-24,Present
22160,EMP029,Noman Ali,2023-11-27,Present
22161,EMP029,Noman Ali,2023-11-28,Absent
22162,EMP029,Noman Ali,2023-11-29,Present
22163,EMP029,Noman Ali,2023-11-30,Absent
22164,EMP029,Noman Ali,2023-12-01,Present
22165,EMP029,Noman Ali,2023-12-04,Present
22166,EMP029,Noman Ali,2023-12-05,Present
22167,EMP029,Noman Ali,2023-12-06,Present
22168,EMP029,Noman Ali,2023-12-07,Present
22169,EMP029,Noman Ali,2023-12-08,Present
22170,EMP029,Noman Ali,2023-12-11,Late
22171,EMP029,Noman Ali,2023-12-12,Present
22172,EMP029,Noman Ali,2023-12-13,Present
22173,EMP029,Noman Ali,2023-12-14,Present
22174,EMP029,Noman Ali,2023-12-15,Present
22175,EMP029,Noman Ali,2023-12-18,Leave
22176,EMP029,Noman Ali,2023-12-19,Present
22177,EMP029,Noman Ali,2023-12-20,Absent
22178,EMP029,Noman Ali,2023-12-21,Present
22179,EMP029,Noman Ali,2023-12-22,Leave
22180,EMP029,Noman Ali,2023-12-25,Present
22181,EMP029,Noman Ali,2023-12-26,Late
22182,EMP029,Noman Ali,2023-12-27,Present
22183,EMP029,Noman Ali,2023-12-28,Present
22184,EMP029,Noman Ali,2023-12-29,Absent
22185,EMP029,Noman Ali,2024-01-01,Present
22186,EMP029,Noman Ali,2024-01-02,Present
22187,EMP029,Noman Ali,2024-01-03,Present
22188,EMP029,Noman Ali,2024-01-04,Present
22189,EMP029,Noman Ali,2024-01-05,Leave
22190,EMP029,Noman Ali,2024-01-08,Present
22191,EMP029,Noman Ali,2024-01-09,Present
22192,EMP029,Noman Ali,2024-01-10,Present
22193,EMP029,Noman Ali,2024-01-11,Late
22194,EMP029,Noman Ali,2024-01-12,Present
22195,EMP029,Noman Ali,2024-01-15,Present
22196,EMP029,Noman Ali,2024-01-16,Present
22197,EMP029,Noman Ali,2024-01-17,Present
22198,EMP029,Noman Ali,2024-01-18,Present
22199,EMP029,Noman Ali,2024-01-19,Present
22200,EMP029,Noman Ali,2024-01-22,Present
22201,EMP029,Noman Ali,2024-01-23,Present
22202,EMP029,Noman Ali,2024-01-24,Late
22203,EMP029,Noman Ali,2024-01-25,Present
22204,EMP029,Noman Ali,2024-01-26,Present
22205,EMP029,Noman Ali,2024-01-29,Present
22206,EMP029,Noman Ali,2024-01-30,Present
22207,EMP029,Noman Ali,2024-01-31,Present
22208,EMP029,Noman Ali,2024-02-01,Present
22209,EMP029,Noman Ali,2024-02-02,Present
22210,EMP029,Noman Ali,2024-02-05,Present
22211,EMP029,Noman Ali,2024-02-06,Present
22212,EMP029,Noman Ali,2024-02-07,Late
22213,EMP029,Noman Ali,2024-02-08,Present
22214,EMP029,Noman Ali,2024-02-09,Present
22215,EMP029,Noman Ali,2024-02-12,Present
22216,EMP029,Noman Ali,2024-02-13,Present
22217,EMP029,Noman Ali,2024-02-14,Late
22218,EMP029,Noman Ali,2024-02-15,Present
22219,EMP029,Noman Ali,2024-02-16,Present
22220,EMP029,Noman Ali,2024-02-19,Present
22221,EMP029,Noman Ali,2024-02-20,Present
22222,EMP029,Noman Ali,2024-02-21,Present
22223,EMP029,Noman Ali,2024-02-22,Present
22224,EMP029,Noman Ali,2024-02-23,Present
22225,EMP029,Noman Ali,2024-02-26,Present
22226,EMP029,Noman Ali,2024-02-27,Present
22227,EMP029,Noman Ali,2024-02-28,Present
22228,EMP029,Noman Ali,2024-02-29,Present
22229,EMP029,Noman Ali,2024-03-01,Late
22230,EMP029,Noman Ali,2024-03-04,Present
22231,EMP029,Noman Ali,2024-03-05,Present
22232,EMP029,Noman Ali,2024-03-06,Present
22233,EMP029,Noman Ali,2024-03-07,Present
22234,EMP029,Noman Ali,2024-03-08,Present
22235,EMP029,Noman Ali,2024-03-11,Present
22236,EMP029,Noman Ali,2024-03-12,Present
22237,EMP029,Noman Ali,2024-03-13,Present
22238,EMP029,Noman Ali,2024-03-14,Late
22239,EMP029,Noman Ali,2024-03-15,Present
22240,EMP029,Noman Ali,2024-03-18,Present
22241,EMP029,Noman Ali,2024-03-19,Present
22242,EMP029,Noman Ali,2024-03-20,Present
22243,EMP029,Noman Ali,2024-03-21,Late
22244,EMP029,Noman Ali,2024-03-22,Present
22245,EMP029,Noman Ali,2024-03-25,Present
22246,EMP029,Noman Ali,2024-03-26,Present
22247,EMP029,Noman Ali,2024-03-27,Leave
22248,EMP029,Noman Ali,2024-03-28,Present
22249,EMP029,Noman Ali,2024-03-29,Present
22250,EMP029,Noman Ali,2024-04-01,Present
22251,EMP029,Noman Ali,2024-04-02,Present
22252,EMP029,Noman Ali,2024-04-03,Present
22253,EMP029,Noman Ali,2024-04-04,Absent
22254,EMP029,Noman Ali,2024-04-05,Absent
22255,EMP029,Noman Ali,2024-04-08,Present
22256,EMP029,Noman Ali,2024-04-09,Absent
22257,EMP029,Noman Ali,2024-04-10,Present
22258,EMP029,Noman Ali,2024-04-11,Present
22259,EMP029,Noman Ali,2024-04-12,Present
22260,EMP029,Noman Ali,2024-04-15,Present
22261,EMP029,Noman Ali,2024-04-16,Late
22262,EMP029,Noman Ali,2024-04-17,Present
22263,EMP029,Noman Ali,2024-04-18,Present
22264,EMP029,Noman Ali,2024-04-19,Present
22265,EMP029,Noman Ali,2024-04-22,Present
22266,EMP029,Noman Ali,2024-04-23,Present
22267,EMP029,Noman Ali,2024-04-24,Present
22268,EMP029,Noman Ali,2024-04-25,Present
22269,EMP029,Noman Ali,2024-04-26,Present
22270,EMP029,Noman Ali,2024-04-29,Present
22271,EMP029,Noman Ali,2024-04-30,Present
22272,EMP029,Noman Ali,2024-05-01,Present
22273,EMP029,Noman Ali,2024-05-02,Present
22274,EMP029,Noman Ali,2024-05-03,Present
22275,EMP029,Noman Ali,2024-05-06,Present
22276,EMP029,Noman Ali,2024-05-07,Present
22277,EMP029,Noman Ali,2024-05-08,Present
22278,EMP029,Noman Ali,2024-05-09,Present
22279,EMP029,Noman Ali,2024-05-10,Present
22280,EMP029,Noman Ali,2024-05-13,Present
22281,EMP029,Noman Ali,2024-05-14,Present
22282,EMP029,Noman Ali,2024-05-15,Present
22283,EMP029,Noman Ali,2024-05-16,Present
22284,EMP029,Noman Ali,2024-05-17,Late
22285,EMP029,Noman Ali,2024-05-20,Present
22286,EMP029,Noman Ali,2024-05-21,Present
22287,EMP029,Noman Ali,2024-05-22,Present
22288,EMP029,Noman Ali,2024-05-23,Present
22289,EMP029,Noman Ali,2024-05-24,Present
22290,EMP029,Noman Ali,2024-05-27,Present
22291,EMP029,Noman Ali,2024-05-28,Present
22292,EMP029,Noman Ali,2024-05-29,Present
22293,EMP029,Noman Ali,2024-05-30,Present
22294,EMP029,Noman Ali,2024-05-31,Present
22295,EMP029,Noman Ali,2024-06-03,Present
22296,EMP029,Noman Ali,2024-06-04,Present
22297,EMP029,Noman Ali,2024-06-05,Present
22298,EMP029,Noman Ali,2024-06-06,Present
22299,EMP029,Noman Ali,2024-06-07,Absent
22300,EMP029,Noman Ali,2024-06-10,Present
22301,EMP029,Noman Ali,2024-06-11,Present
22302,EMP029,Noman Ali,2024-06-12,Present
22303,EMP029,Noman Ali,2024-06-13,Present
22304,EMP029,Noman Ali,2024-06-14,Present
22305,EMP029,Noman Ali,2024-06-17,Present
22306,EMP029,Noman Ali,2024-06-18,Present
22307,EMP029,Noman Ali,2024-06-19,Present
22308,EMP029,Noman Ali,2024-06-20,Present
22309,EMP029,Noman Ali,2024-06-21,Absent
22310,EMP029,Noman Ali,2024-06-24,Present
22311,EMP029,Noman Ali,2024-06-25,Present
22312,EMP029,Noman Ali,2024-06-26,Present
22313,EMP029,Noman Ali,2024-06-27,Present
22314,EMP029,Noman Ali,2024-06-28,Present
22315,EMP029,Noman Ali,2024-07-01,Present
22316,EMP029,Noman Ali,2024-07-02,Present
22317,EMP029,Noman Ali,2024-07-03,Present
22318,EMP029,Noman Ali,2024-07-04,Present
22319,EMP029,Noman Ali,2024-07-05,Present
22320,EMP029,Noman Ali,2024-07-08,Present
22321,EMP029,Noman Ali,2024-07-09,Present
22322,EMP029,Noman Ali,2024-07-10,Present
22323,EMP029,Noman Ali,2024-07-11,Present
22324,EMP029,Noman Ali,2024-07-12,Present
22325,EMP029,Noman Ali,2024-07-15,Late
22326,EMP029,Noman Ali,2024-07-16,Present
22327,EMP029,Noman Ali,2024-07-17,Present
22328,EMP029,Noman Ali,2024-07-18,Present
22329,EMP029,Noman Ali,2024-07-19,Present
22330,EMP029,Noman Ali,2024-07-22,Present
22331,EMP029,Noman Ali,2024-07-23,Absent
22332,EMP029,Noman Ali,2024-07-24,Present
22333,EMP029,Noman Ali,2024-07-25,Present
22334,EMP029,Noman Ali,2024-07-26,Present
22335,EMP029,Noman Ali,2024-07-29,Present
22336,EMP029,Noman Ali,2024-07-30,Present
22337,EMP029,Noman Ali,2024-07-31,Present
22338,EMP029,Noman Ali,2024-08-01,Absent
22339,EMP029,Noman Ali,2024-08-02,Present
22340,EMP029,Noman Ali,2024-08-05,Present
22341,EMP029,Noman Ali,2024-08-06,Present
22342,EMP029,Noman Ali,2024-08-07,Absent
22343,EMP029,Noman Ali,2024-08-08,Late
22344,EMP029,Noman Ali,2024-08-09,Present
22345,EMP029,Noman Ali,2024-08-12,Present
22346,EMP029,Noman Ali,2024-08-13,Present
22347,EMP029,Noman Ali,2024-08-14,Present
22348,EMP029,Noman Ali,2024-08-15,Present
22349,EMP029,Noman Ali,2024-08-16,Present
22350,EMP029,Noman Ali,2024-08-19,Present
22351,EMP029,Noman Ali,2024-08-20,Present
22352,EMP029,Noman Ali,2024-08-21,Present
22353,EMP029,Noman Ali,2024-08-22,Present
22354,EMP029,Noman Ali,2024-08-23,Present
22355,EMP029,Noman Ali,2024-08-26,Present
22356,EMP029,Noman Ali,2024-08-27,Present
22357,EMP029,Noman Ali,2024-08-28,Present
22358,EMP029,Noman Ali,2024-08-29,Present
22359,EMP029,Noman Ali,2024-08-30,Leave
22360,EMP029,Noman Ali,2024-09-02,Present
22361,EMP029,Noman Ali,2024-09-03,Late
22362,EMP029,Noman Ali,2024-09-04,Present
22363,EMP029,Noman Ali,2024-09-05,Present
22364,EMP029,Noman Ali,2024-09-06,Present
22365,EMP029,Noman Ali,2024-09-09,Present
22366,EMP029,Noman Ali,2024-09-10,Present
22367,EMP029,Noman Ali,2024-09-11,Present
22368,EMP029,Noman Ali,2024-09-12,Leave
22369,EMP029,Noman Ali,2024-09-13,Present
22370,EMP029,Noman Ali,2024-09-16,Leave
22371,EMP029,Noman Ali,2024-09-17,Present
22372,EMP029,Noman Ali,2024-09-18,Present
22373,EMP029,Noman Ali,2024-09-19,Present
22374,EMP029,Noman Ali,2024-09-20,Present
22375,EMP029,Noman Ali,2024-09-23,Present
22376,EMP029,Noman Ali,2024-09-24,Present
22377,EMP029,Noman Ali,2024-09-25,Present
22378,EMP029,Noman Ali,2024-09-26,Present
22379,EMP029,Noman Ali,2024-09-27,Present
22380,EMP029,Noman Ali,2024-09-30,Present
22381,EMP029,Noman Ali,2024-10-01,Present
22382,EMP029,Noman Ali,2024-10-02,Present
22383,EMP029,Noman Ali,2024-10-03,Present
22384,EMP029,Noman Ali,2024-10-04,Present
22385,EMP029,Noman Ali,2024-10-07,Present
22386,EMP029,Noman Ali,2024-10-08,Present
22387,EMP029,Noman Ali,2024-10-09,Present
22388,EMP029,Noman Ali,2024-10-10,Present
22389,EMP029,Noman Ali,2024-10-11,Present
22390,EMP029,Noman Ali,2024-10-14,Leave
22391,EMP029,Noman Ali,2024-10-15,Present
22392,EMP029,Noman Ali,2024-10-16,Present
22393,EMP029,Noman Ali,2024-10-17,Present
22394,EMP029,Noman Ali,2024-10-18,Present
22395,EMP029,Noman Ali,2024-10-21,Present
22396,EMP029,Noman Ali,2024-10-22,Present
22397,EMP029,Noman Ali,2024-10-23,Present
22398,EMP029,Noman Ali,2024-10-24,Present
22399,EMP029,Noman Ali,2024-10-25,Present
22400,EMP029,Noman Ali,2024-10-28,Present
22401,EMP029,Noman Ali,2024-10-29,Present
22402,EMP029,Noman Ali,2024-10-30,Present
22403,EMP029,Noman Ali,2024-10-31,Present
22404,EMP029,Noman Ali,2024-11-01,Present
22405,EMP029,Noman Ali,2024-11-04,Present
22406,EMP029,Noman Ali,2024-11-05,Present
22407,EMP029,Noman Ali,2024-11-06,Present
22408,EMP029,Noman Ali,2024-11-07,Present
22409,EMP029,Noman Ali,2024-11-08,Present
22410,EMP029,Noman Ali,2024-11-11,Present
22411,EMP029,Noman Ali,2024-11-12,Present
22412,EMP029,Noman Ali,2024-11-13,Present
22413,EMP029,Noman Ali,2024-11-14,Present
22414,EMP029,Noman Ali,2024-11-15,Present
22415,EMP029,Noman Ali,2024-11-18,Present
22416,EMP029,Noman Ali,2024-11-19,Present
22417,EMP029,Noman Ali,2024-11-20,Present
22418,EMP029,Noman Ali,2024-11-21,Late
22419,EMP029,Noman Ali,2024-11-22,Present
22420,EMP029,Noman Ali,2024-11-25,Present
22421,EMP029,Noman Ali,2024-11-26,Present
22422,EMP029,Noman Ali,2024-11-27,Present
22423,EMP029,Noman Ali,2024-11-28,Present
22424,EMP029,Noman Ali,2024-11-29,Present
22425,EMP029,Noman Ali,2024-12-02,Present
22426,EMP029,Noman Ali,2024-12-03,Present
22427,EMP029,Noman Ali,2024-12-04,Present
22428,EMP029,Noman Ali,2024-12-05,Present
22429,EMP029,Noman Ali,2024-12-06,Present
22430,EMP029,Noman Ali,2024-12-09,Present
22431,EMP029,Noman Ali,2024-12-10,Absent
22432,EMP029,Noman Ali,2024-12-11,Present
22433,EMP029,Noman Ali,2024-12-12,Present
22434,EMP029,Noman Ali,2024-12-13,Present
22435,EMP029,Noman Ali,2024-12-16,Present
22436,EMP029,Noman Ali,2024-12-17,Present
22437,EMP029,Noman Ali,2024-12-18,Present
22438,EMP029,Noman Ali,2024-12-19,Present
22439,EMP029,Noman Ali,2024-12-20,Present
22440,EMP029,Noman Ali,2024-12-23,Late
22441,EMP029,Noman Ali,2024-12-24,Present
22442,EMP029,Noman Ali,2024-12-25,Present
22443,EMP029,Noman Ali,2024-12-26,Present
22444,EMP029,Noman Ali,2024-12-27,Present
22445,EMP029,Noman Ali,2024-12-30,Present
22446,EMP029,Noman Ali,2024-12-31,Present
22447,EMP029,Noman Ali,2025-01-01,Present
22448,EMP029,Noman Ali,2025-01-02,Present
22449,EMP029,Noman Ali,2025-01-03,Present
22450,EMP029,Noman Ali,2025-01-06,Present
22451,EMP029,Noman Ali,2025-01-07,Present
22452,EMP029,Noman Ali,2025-01-08,Late
22453,EMP029,Noman Ali,2025-01-09,Present
22454,EMP029,Noman Ali,2025-01-10,Absent
22455,EMP029,Noman Ali,2025-01-13,Absent
22456,EMP029,Noman Ali,2025-01-14,Present
22457,EMP029,Noman Ali,2025-01-15,Present
22458,EMP029,Noman Ali,2025-01-16,Present
22459,EMP029,Noman Ali,2025-01-17,Present
22460,EMP029,Noman Ali,2025-01-20,Present
22461,EMP029,Noman Ali,2025-01-21,Present
22462,EMP029,Noman Ali,2025-01-22,Present
22463,EMP029,Noman Ali,2025-01-23,Present
22464,EMP029,Noman Ali,2025-01-24,Present
22465,EMP029,Noman Ali,2025-01-27,Late
22466,EMP029,Noman Ali,2025-01-28,Present
22467,EMP029,Noman Ali,2025-01-29,Late
22468,EMP029,Noman Ali,2025-01-30,Present
22469,EMP029,Noman Ali,2025-01-31,Present
22470,EMP029,Noman Ali,2025-02-03,Present
22471,EMP029,Noman Ali,2025-02-04,Late
22472,EMP029,Noman Ali,2025-02-05,Present
22473,EMP029,Noman Ali,2025-02-06,Present
22474,EMP029,Noman Ali,2025-02-07,Absent
22475,EMP029,Noman Ali,2025-02-10,Present
22476,EMP029,Noman Ali,2025-02-11,Present
22477,EMP029,Noman Ali,2025-02-12,Present
22478,EMP029,Noman Ali,2025-02-13,Present
22479,EMP029,Noman Ali,2025-02-14,Present
22480,EMP029,Noman Ali,2025-02-17,Present
22481,EMP029,Noman Ali,2025-02-18,Absent
22482,EMP029,Noman Ali,2025-02-19,Absent
22483,EMP029,Noman Ali,2025-02-20,Present
22484,EMP029,Noman Ali,2025-02-21,Present
22485,EMP029,Noman Ali,2025-02-24,Present
22486,EMP029,Noman Ali,2025-02-25,Present
22487,EMP029,Noman Ali,2025-02-26,Absent
22488,EMP029,Noman Ali,2025-02-27,Present
22489,EMP029,Noman Ali,2025-02-28,Present
22490,EMP029,Noman Ali,2025-03-03,Present
22491,EMP029,Noman Ali,2025-03-04,Present
22492,EMP029,Noman Ali,2025-03-05,Present
22493,EMP029,Noman Ali,2025-03-06,Present
22494,EMP029,Noman Ali,2025-03-07,Present
22495,EMP029,Noman Ali,2025-03-10,Present
22496,EMP029,Noman Ali,2025-03-11,Present
22497,EMP029,Noman Ali,2025-03-12,Present
22498,EMP029,Noman Ali,2025-03-13,Present
22499,EMP029,Noman Ali,2025-03-14,Present
22500,EMP029,Noman Ali,2025-03-17,Present
22501,EMP029,Noman Ali,2025-03-18,Present
22502,EMP029,Noman Ali,2025-03-19,Present
22503,EMP029,Noman Ali,2025-03-20,Present
22504,EMP029,Noman Ali,2025-03-21,Present
22505,EMP029,Noman Ali,2025-03-24,Present
22506,EMP029,Noman Ali,2025-03-25,Late
22507,EMP029,Noman Ali,2025-03-26,Present
22508,EMP029,Noman Ali,2025-03-27,Present
22509,EMP029,Noman Ali,2025-03-28,Present
22510,EMP029,Noman Ali,2025-03-31,Late
22511,EMP029,Noman Ali,2025-04-01,Present
22512,EMP029,Noman Ali,2025-04-02,Present
22513,EMP029,Noman Ali,2025-04-03,Present
22514,EMP029,Noman Ali,2025-04-04,Present
22515,EMP029,Noman Ali,2025-04-07,Present
22516,EMP029,Noman Ali,2025-04-08,Present
22517,EMP029,Noman Ali,2025-04-09,Present
22518,EMP029,Noman Ali,2025-04-10,Present
22519,EMP029,Noman Ali,2025-04-11,Present
22520,EMP029,Noman Ali,2025-04-14,Present
22521,EMP029,Noman Ali,2025-04-15,Present
22522,EMP029,Noman Ali,2025-04-16,Present
22523,EMP029,Noman Ali,2025-04-17,Present
22524,EMP029,Noman Ali,2025-04-18,Present
22525,EMP029,Noman Ali,2025-04-21,Present
22526,EMP029,Noman Ali,2025-04-22,Present
22527,EMP029,Noman Ali,2025-04-23,Present
22528,EMP029,Noman Ali,2025-04-24,Present
22529,EMP029,Noman Ali,2025-04-25,Present
22530,EMP029,Noman Ali,2025-04-28,Present
22531,EMP029,Noman Ali,2025-04-29,Present
22532,EMP029,Noman Ali,2025-04-30,Present
22533,EMP029,Noman Ali,2025-05-01,Present
22534,EMP029,Noman Ali,2025-05-02,Leave
22535,EMP029,Noman Ali,2025-05-05,Leave
22536,EMP029,Noman Ali,2025-05-06,Present
22537,EMP029,Noman Ali,2025-05-07,Present
22538,EMP029,Noman Ali,2025-05-08,Present
22539,EMP029,Noman Ali,2025-05-09,Present
22540,EMP029,Noman Ali,2025-05-12,Present
22541,EMP029,Noman Ali,2025-05-13,Present
22542,EMP029,Noman Ali,2025-05-14,Present
22543,EMP029,Noman Ali,2025-05-15,Present
